Year,School.Name,Medical,Competition.Guarantees,Recruiting,Game.Expenses.and.Travel,Other.Expenses,Facilities.and.Equipment,Coaches.Compensation,Athletic.Student.Aid,Corporate.Sponsorship..Advertising..Licensing,Donor.Contributions,NCAA.Conference.Distributions..Media.Rights..and.Post.Season.Football,Ticket.Sales,UGDS,TUITIONFEE_IN,TUITIONFEE_OUT,NCAA Subdivision,quantiles,Total.Points
2011,Florida State University,1242256.687,2114779.971,1234485.82,11399443.7,13767171.08,25632769.67,14517383.51,9636727.829,13090190.24,20595111.12,15155919.75,19184607.65,31594,5826,20952,Football Bowl Subdivision,3,103
2011,University of Arkansas,1222604.92,2772382.1980000003,1579735.072,12619775.94,11077226.43,15473375.06,15243090.45,7941508.4860000005,8493471.531,21299262.78,24646494.9,38338497.81,18617,7174,17606,Football Bowl Subdivision,3,80
2011,University of Colorado Boulder,593626.7534,2023111.917,944732.6967,5959763.655,14801582.97,10126884.59,8225203.257999999,7888349.06,5189130.16,14444855.07,10541144.42,14420635.53,25741,9152,30330,Football Bowl Subdivision,1,20
2011,University of Hawaii at Manoa,313811.5466,1387554.708,600158.8479,5221761.824,2897118.313,7322097.992000001,6930162.723999999,7374762.336,3775399.06,4966582.28,6255930.437999999,7924293.717999999,14054,9100,23932,Football Bowl Subdivision,1,18
2011,University of Iowa,1320846.6809999999,2355660.8219999997,994420.1473,8967241.501,13799043.05,24607860.37,16493095.6,9989742.612,8111132.745,28405477.3,27495478.23,24733724.29,20954,7765,25099,Football Bowl Subdivision,1,12
2011,University of Massachusetts Amherst,412473.7006,280617.581,698910.6287,3808884.313,3446868.4269999997,4074955.66,4525574.146000001,7077622.462,767027.0788,700342.5253,1418417.3069999998,1376565.8090000001,21265,12797,25585,Football Championship Subdivision,1,6
2011,University of Nebraska-Lincoln,985161.9011,2944996.1539999996,1316765.456,8794933.77,18963621.84,14179647.98,13700422.51,11053578.8,11363600.41,13485137.61,18985646.59,33840662.13,19345,7563,19848,Football Bowl Subdivision,1,12
2011,Texas A & M University,671167.8997,2396700.3430000003,913115.7379,8020815.496,17130007.88,16465031.71,14428820.39,7333089.025,11484474.03,19268734.24,17203910.6,34967294.77,39740,8421,23811,Football Bowl Subdivision,3,74
2011,University of Wisconsin-Madison,2121196.831,3150876.631,816653.7112,15892552.64,8112482.482999999,24106452.23,15095800.37,10284116.86,3468891.039,15910011.74,30500061.34,29164200.02,28737,9665,25415,Football Bowl Subdivision,2,32
2011,University of North Carolina at Chapel Hill,2176595.863,1363593.381,1892957.642,8265093.634,6905548.401000001,17145572.02,13108117.75,11036770.55,3977673.12,18898888.81,18659511.34,22746576.23,17791,7009,26834,Football Bowl Subdivision,3,109
2011,Portland State University,321808.6142,35491.18859,212745.47100000002,1773934.175,1265725.0659999999,424147.6053,2388583.773,3836055.137,230094.6796,535898.4888,589905.1028,269994.6585,20119,7764,22983,Football Championship Subdivision,1,3
2011,University of Utah,605222.7682,832195.4438,804089.9392,5028205.047,6696724.107000001,3697286.008,8137635.635,6998876.687000001,2898873.5069999998,8109758.465,4432855.11,11089789.14,23275,6762,21388,Football Bowl Subdivision,1,18
2011,Purdue University,1065578.577,1768109.493,1018484.9720000001,7578876.949,6525839.737000001,12912029.02,9651854.504,9989841.842,5707458.574,14299550.65,25705358.93,16938596.81,31774,9478,27646,Football Bowl Subdivision,1,5
2011,University of California-Santa Barbara,128497.2444,80041.09681,255979.7842,1706150.625,2021988.38,2220820.34,3218122.4189999998,3651473.855,98264.16777999999,1261428.3090000001,867124.3302,286203.25800000003,18617,13595,36473,No Football Subdivision,1,4
2011,North Carolina State University at Raleigh,684578.8593,1202487.947,991703.5984,6785994.642000001,4330672.965,10611274.28,10610143.27,8615210.48,231229.9538,10779208.43,14914226.92,22204808.25,23514,7018,19853,Football Bowl Subdivision,1,1
2011,University of Illinois at Urbana-Champaign,639614.9601,1493343.269,1434289.8059999999,7976500.325,9517825.999,23092499.82,10946612.29,10507230.24,4858546.645,17539084.29,28959662.88,17640774.56,31350,13838,27980,Football Bowl Subdivision,2,60
2011,University of Vermont,113264.93800000001,100609.4052,248531.14800000002,1725938.966,981671.7866,2746794.7830000003,3480991.7389999996,5958752.152000001,739948.0157,651690.052,894379.4462,1627703.6069999998,10459,14784,34424,No Football Subdivision,1,20
2011,West Virginia University,996459.1595,2431704.986,775728.3578,6928538.77,9848927.002999999,10198597.85,12142087.99,7637994.431,4777917.638,19591063.54,11495928.14,18670356.19,22189,5674,17844,Football Bowl Subdivision,1,8
2011,University of Washington,667507.0673,2087002.032,1162569.83,9702011.429,13484419.53,6724196.8889999995,14263814.05,9304501.154,10395565.78,16901305.62,14421565.95,21910496.96,27890,10574,28058,Football Bowl Subdivision,2,31
2011,Iowa State University,487185.1973,2019273.965,1090477.7859999998,5530817.808999999,7220413.063999999,11334345.76,8661949.846,7147640.282000001,424979.8552,12367471.93,18015610.29,12467202.13,23857,7486,19358,Football Bowl Subdivision,1,14
2011,The University of Tennessee,921474.5141,2176308.844,2415284.056,8333139.663,13501776.2,21630344.58,17121387.69,11586361.69,4943906.672,29817463.87,26514128.67,38080163.19,20963,8396,25538,Football Bowl Subdivision,2,37
2011,University of California-Irvine,133958.0839,20041.216819999998,114637.0833,1671932.352,1049009.336,2083733.85,3276555.963,3171620.992,432263.1084,484588.1509,574505.2794,260591.302,21994,13122,36000,No Football Subdivision,2,31
2011,University of New Mexico,407650.9193,861838.4766,621287.3244,4144143.365,5754036.825,10713663.42,7906512.38,7104159.495,5978008.066000001,5793315.817000001,4727147.196,6492448.379,20939,5809,19919,Football Bowl Subdivision,1,14
2011,Boise State University,134009.2993,637524.7326,409004.9258,4309130.498,2777717.133,11526093.99,8649807.534,6240811.232000001,3854469.1980000003,10236867.47,2095721.449,8125848.629,16845,5566,15966,Football Bowl Subdivision,1,15
2011,Montana State University,362078.8375,239185.4088,418566.1963,1872220.749,1726386.033,8544632.491,2757246.988,4393187.734,798511.7312,1587865.513,830505.3364,1854101.176,11941,6428,19152,Football Championship Subdivision,1,16
2011,University of Oregon,1206076.225,2952753.15,1318957.047,6633939.391,13720427.45,11597505.3,16406516.01,9777470.883,6544815.034,35439660.58,12887071.12,21320638.8,20248,8789,27653,Football Bowl Subdivision,3,123
2011,University of Connecticut,554632.6465,1988415.634,875231.2975,12536830.51,11920048.0,2342787.624,14761738.47,11063596.74,10825100.61,10228990.97,15469218.07,11340120.29,17450,10670,27566,Football Bowl Subdivision,2,52
2011,University of Arizona,1121713.83,2840359.94,1152612.707,8437269.058,5167079.807,10946800.08,12344617.07,10396671.18,6943488.325,15420636.02,13479468.71,14684115.17,30445,10035,25494,Football Bowl Subdivision,3,96
2011,Oregon State University,962718.8965,3126374.341,843610.0707,4951132.308,7233358.817000001,15368505.17,10174989.69,8452406.402999999,3106214.689,10174491.41,11995887.3,11085380.35,20031,7600,21316,Football Bowl Subdivision,1,1
2011,Sam Houston State University,340159.7236,35955.32793,150164.5494,1012058.5090000001,1238993.841,1568393.0,2333028.961,3012633.527,259017.4962,284950.6153,645215.5749,321167.355,14921,5972,13484,Football Championship Subdivision,2,38
2011,Arkansas State University,124993.2591,480142.0161,333295.7962,2006075.336,813235.0848,1010399.345,2952450.125,4864271.03,217538.3766,68827.06343,719785.1624,893567.4691,9455,6934,12238,Football Bowl Subdivision,1,6
2011,University of Maryland Eastern Shore,30863.66597,2133.974,103529.7486,1274011.287,24542.83498,330119.3759,741664.7978,1719462.355,22242.41101,67617.10018,250720.6053,37040.45371,3765,6482,14263,No Football Subdivision,1,20
2011,Arizona State University,1126985.813,2190428.2830000003,771550.0367,6403105.29,7463517.516,12084846.28,11416455.74,11056211.06,11541366.84,12785549.44,9507543.445,8646534.017,58184,9720,22319,Football Bowl Subdivision,2,43
2011,University of Mississippi,672053.4989,2032926.063,1048804.475,6258855.049,2197123.626,10457218.43,12125220.0,6435701.743,1101116.713,8735226.245,23212847.42,13990839.3,15111,5790,14796,Football Bowl Subdivision,1,2
2011,Jacksonville State University,111410.5146,15752.99607,179158.8542,1021215.392,1177552.461,1042896.568,2712146.514,4630462.169,0.0,358188.6029,665065.8011,449287.953,7810,6120,12240,Football Championship Subdivision,1,4
2011,University of Kansas,657975.6724,2486185.3419999997,1551626.366,8575580.449,14033233.89,7099864.873,14829035.48,9693437.121,2970806.57,20027689.56,20982848.86,22254553.32,19372,9222,22608,Football Bowl Subdivision,3,72
2011,University of North Dakota,585003.3645,295832.8157,444272.0471,2795833.505,2413970.595,4175053.979,3511607.8639999996,3280939.145,837169.7372,3394009.8910000003,420468.6341,4030173.1489999997,11004,7092,16767,Football Championship Subdivision,1,10
2011,Miami University,212430.7098,90952.10587,640533.6359,3120548.5919999997,3662001.815,1316350.398,5719560.341,9507174.268,463616.5214,2323605.332,1617158.574,1151580.9309999999,14831,13153,28325,Football Bowl Subdivision,1,1
2011,University of Northern Iowa,238209.1157,265959.3136,192044.8562,2169437.4469999997,1572913.824,3099904.528,3925310.733,3548403.977,1217596.483,3641245.7169999997,1122500.2,1373890.8730000001,11256,7350,16106,Football Championship Subdivision,1,18
2011,Virginia Polytechnic Institute and State University,806446.9135,1664319.399,1046785.735,7661457.475,5573538.902000001,18796774.95,12081195.05,10002431.22,1477176.282,16911723.68,17522635.62,20250483.92,23589,10509,24480,Football Bowl Subdivision,1,21
2011,University of Memphis,1411736.9019999998,1301400.8429999999,1026676.2309999999,4442472.93,6389592.966,7096705.524,7471522.052,8201061.61,2696871.528,9514323.081,2974484.474,9845490.238,17291,7390,22102,Football Bowl Subdivision,1,6
2011,University of New Hampshire,317898.1068,77001.25084,446258.7769,2134644.068,5286595.155,4275944.001,4745728.775,8523510.416000001,1748429.985,1055379.249,1337838.449,2156690.154,12342,15250,28570,Football Championship Subdivision,1,3
2011,Stony Brook University,244367.7647,32543.10351,369912.6561,1874460.355,2292051.325,5432151.387,3259069.113,5877018.812999999,659260.3248,3161291.4910000004,1147830.471,254138.1647,15655,6994,16444,Football Championship Subdivision,1,8
2011,Georgia Institute of Technology,664968.7052,961296.6029,1592693.629,6371423.245,5496010.558999999,14230281.85,10914390.35,7772105.094,4045576.173,13821206.5,14813830.91,10620048.11,13300,9652,27862,Football Bowl Subdivision,1,3
2011,University of South Florida,1184189.12,2028398.8380000002,669330.5481,5966844.181,6207189.405,6634453.679,7939377.7129999995,5445007.5139999995,5213069.081,2918212.646,10009378.37,6218451.4520000005,29232,5800,14990,Football Bowl Subdivision,2,24
2011,San Jose State University,346243.6835,782101.4711,338536.8364,2851836.452,1676780.741,1754038.0680000002,4991596.723,4184671.7989999996,274451.4632,1465267.64,2799658.6539999996,903349.6059,24608,6828,17988,Football Bowl Subdivision,1,2
2011,Kent State University,274027.8693,607312.9957,304131.8406,2327451.82,1991794.782,2100825.915,4015434.857,5642008.525,452747.1249,464501.0537,1230202.935,714151.4709999999,21547,9346,17306,Football Bowl Subdivision,1,18
2011,The University of Montana,317903.4418,162722.9864,267179.9468,2184467.026,2000980.4730000002,4156456.395,2965706.372,4256647.541,642442.4757,3519408.606,800785.4805,5505519.5479999995,12878,5722,20100,Football Championship Subdivision,2,24
2011,The University of Texas at El Paso,890240.6036,1080525.998,552698.1991,4315803.435,3031895.8430000003,4458804.233,5063568.197,6741388.182999999,1510596.448,3277629.3510000003,3694490.503,3529698.628,18885,7065,16525,Football Bowl Subdivision,1,6
2011,San Diego State University,737875.927,808419.7725,447751.4917,3964374.1939999997,6075273.534,5188503.839,8387519.722,5860539.199,4324993.393999999,11832358.74,5150234.216,4205432.165,25529,6578,17738,Football Bowl Subdivision,1,15
2011,Old Dominion University,205707.6247,303705.0458,406040.8359,2896347.9489999996,4549328.477,8266527.664,5436417.201,5907042.761,460360.0771,3804072.2010000004,1040484.11,3213835.2660000003,18881,7890,22230,Football Championship Subdivision,1,3
2011,Georgia Southern University,337796.3474,105204.9182,255025.8978,1294970.113,650443.8112,1272415.074,2722027.881,3527747.1089999997,590427.9264,640192.2001,428175.4812,934034.0179999999,16757,5659,15240,Football Championship Subdivision,2,30
2011,University of Central Florida,696465.0945,995689.8618,739743.1542,5759832.698,4786284.95,11380730.88,7875113.086,7021894.7979999995,3930922.018,6797315.374,4082894.043,5513929.539,49559,5584,21064,Football Bowl Subdivision,1,3
2011,University of North Carolina at Charlotte,260025.7989,290865.9912,272344.1638,1891998.4209999999,3365402.903,3921611.4889999996,3289972.2569999998,3100786.9260000004,246811.1649,3361333.415,1240110.976,560254.601,20179,5440,17205,No Football Subdivision,2,36
2011,University of Nevada-Reno,374450.5518,662082.5054,327207.5684,3273949.313,2354320.687,4301571.962,4505045.316000001,5578756.467999999,1060935.05,3548761.418,3260333.492,4215848.092,14415,5630,19226,Football Bowl Subdivision,1,3
2011,Ohio University,448263.6455,608687.275,457968.9593,2142727.562,3001419.494,3800786.9480000003,4372520.196,6785876.206,838732.8732,775213.0031,1747710.835,905306.46,21503,9936,18900,Football Bowl Subdivision,1,2
2010,University of Florida,2393929.9280000003,2759869.712,1548834.332,13439936.85,23321745.21,20282108.27,21500596.29,8987353.212000001,8712115.247000001,43312094.46,31341820.74,22955678.85,32043,5044,27321,Football Bowl Subdivision,3,179
2010,University of Virginia,1318283.5729999999,1542498.875,973401.8082,9007538.401,8424733.588,12152186.97,14310031.97,12860445.06,7670526.926,37396119.3,12579330.61,15898091.98,14232,10828,33774,Football Bowl Subdivision,3,109
2010,Auburn University,747839.2855,3094750.788,1839859.209,7993014.457,17797906.89,27098539.42,15330489.62,9683407.07,3509809.0760000004,32724156.71,26728279.51,27221920.14,20221,7900,21916,Football Bowl Subdivision,3,76
2010,Texas A & M University,735417.1229,2817073.738,910727.452,7817119.672,16357295.94,15907672.21,14611714.63,7329134.286,10655687.3,22577923.37,13098493.58,35723830.51,39049,8387,22817,Football Bowl Subdivision,3,182
2010,University of California-Berkeley,1729803.206,2044658.6909999999,1107307.13,8626799.006000001,13112708.73,6551465.741,15936246.71,12251937.39,7668121.962,11261792.19,12527266.72,15789453.64,25540,10940,33819,Football Bowl Subdivision,3,167
2010,University of Connecticut,602962.4843,1777354.356,956372.2406,13202056.73,9065402.829,2880679.2610000004,13735885.02,10976278.37,12790440.24,6549278.709,12853930.19,12623632.58,16970,10416,26880,Football Bowl Subdivision,3,94
2010,Eastern Washington University,95702.1636,48319.416919999996,114389.3404,797304.5,1551731.2959999999,1013186.6290000001,1808894.0569999998,2488534.723,119079.2956,361012.0846,537683.9427,140999.1405,10214,6605,15323,Football Championship Subdivision,2,60
2010,University of South Carolina,1356633.12,1993619.5180000002,1012848.724,10326148.87,9859649.667000001,23935945.53,11965162.21,11276638.03,3410455.99,26402084.92,23530439.96,20962100.05,21033,9786,25362,Football Bowl Subdivision,3,132
2010,The Ohio State University,1425585.698,8183333.524,1120640.647,10656006.49,35058578.91,32842375.28,17821246.6,13084750.61,14072086.9,30078393.46,28917750.06,43493404.54,40851,9420,23604,Football Bowl Subdivision,3,77
2010,University of North Carolina at Chapel Hill,2254811.832,2184886.262,1332252.1770000001,8549290.919,8002348.14,18656935.87,13433058.76,7934461.01,4587461.953,16107414.11,18728707.26,25624512.14,17943,6665,25280,Football Bowl Subdivision,3,102
2010,Florida State University,1268085.312,1280290.643,1013073.26,9202494.59,19007720.52,15420799.6,13321035.86,8508334.985,12605042.27,25585640.87,15049683.37,17363638.61,30830,5238,19682,Football Bowl Subdivision,3,70
2010,Oklahoma State University,965395.5340000001,2488684.414,643696.083,6164259.909,18869553.41,32532237.27,13193145.7,7868021.261,1571220.861,57099889.28,20874726.66,26020166.71,18191,6779,17601,Football Bowl Subdivision,2,62
2010,University of Akron,279198.1762,877686.4366,407730.0266,2283170.597,3677235.305,3220222.776,5271685.808999999,6428127.9520000005,661439.9855,1397069.5380000002,1109972.953,1687895.1930000002,21046,9247,16903,Football Bowl Subdivision,2,40
2010,University of Oregon,1022104.2579999999,3630822.249,1248076.23,7975582.044,19070088.89,15666428.44,12305362.82,9586321.365,5054390.419,81240211.64,14160181.24,19924548.99,19219,8190,25830,Football Bowl Subdivision,3,81
2010,The University of Texas at Austin,2039740.8969999999,2302139.545,1384387.6169999999,29256854.41,18305634.99,28685735.41,24650228.69,9294601.965,24286992.15,40846188.41,16608755.03,62453850.18,37689,9416,31266,Football Bowl Subdivision,3,89
2010,University of Delaware,408434.4554,322604.2018,600171.185,1797416.269,2487176.496,11576051.11,4676455.532,9513122.401,575396.2019,1410152.102,1197899.983,2551903.602,16661,10208,25408,Football Championship Subdivision,2,36
2010,University of Maryland-College Park,1094147.518,1597653.4530000002,854752.8746,5667616.652000001,2923580.079,9138900.074,13901911.2,13488645.9,6794351.71,10943614.89,10769440.45,14124639.5,26194,8416,24831,Football Bowl Subdivision,3,80
2010,University of Kentucky,621961.1507,2668287.357,1484912.917,8991091.088,17122034.92,16996197.51,17239499.53,9636112.377,5092102.679,14486655.39,30750014.65,29959748.93,19526,8610,17678,Football Bowl Subdivision,2,33
2010,Louisiana State University and Agricultural & Mechanical College,748134.2651,2889053.159,1194668.416,10852978.01,26987930.89,26148751.39,17680894.65,9739980.412,2773410.1560000004,42106707.72,29603610.62,34914408.74,23170,5764,16549,Football Bowl Subdivision,3,73
2010,University of Michigan,535222.8443,2745806.45,1520766.144,8439373.601,10308437.99,20535948.11,16226126.89,17297183.45,19846151.56,21240099.6,21739642.02,45914604.67,26845,11837,36001,Football Bowl Subdivision,2,34
2010,University of Arizona,1230154.019,2662616.704,1238958.279,8182476.102000001,5619276.323,11554048.72,11704301.19,10070094.49,8535586.476,17212571.64,10896266.26,14017579.52,30343,8237,24597,Football Bowl Subdivision,2,58
2010,Appalachian State University,323018.0538,235605.0366,337844.0799,1323174.951,3366068.167,1821072.9719999998,3554081.329,4078841.204,793046.0074,1830431.969,1010985.2890000001,3002997.829,14969,5251,16563,Football Championship Subdivision,2,24
2010,University of Kansas,568929.7652,1781884.7140000002,1403014.257,7872301.767000001,11740585.88,6583855.159,14623871.53,9605881.373,2881393.5960000004,17823173.87,21103106.9,23501509.95,19983,8733,21538,Football Bowl Subdivision,2,24
2010,University of Louisville,622422.3315,2408853.913,1010594.551,6366854.749,9786763.294,11820359.15,13312381.29,9047505.933,3490798.3019999997,18470425.12,8303220.711,20247546.13,14763,8424,20424,Football Bowl Subdivision,2,24
2010,University of Oklahoma,1436701.366,1449841.165,1562232.789,13968480.83,7214320.087,27672185.56,18411294.92,8807155.908,12520536.12,29279190.31,15261994.92,38981432.04,19381,7864,18295,Football Bowl Subdivision,2,54
2010,University of Georgia,1474891.3159999999,1489536.832,1581992.019,11930797.08,9334049.981,21307479.32,14272259.17,8864397.356,8589613.968,30107980.58,27901695.09,21146529.43,25709,8736,26946,Football Bowl Subdivision,2,53
2010,University of Minnesota-Twin Cities,619598.0121,2091277.572,1465333.0969999998,10461235.21,11313305.75,23904687.6,13266692.48,9582635.22,9496697.101,8057770.181,24051654.58,23680877.35,30519,12288,16588,Football Bowl Subdivision,2,27
2010,Pennsylvania State University,2815197.0960000004,2404964.145,1064141.05,10974291.66,14708286.32,27330044.47,12803256.44,13260043.33,6587474.163,23107413.92,25519393.74,46048530.9,37830,15250,27114,Football Bowl Subdivision,3,80
2010,University of Wisconsin-Madison,1772752.4540000001,3302476.952,881357.1714,15192009.91,8759021.402999999,23196212.68,16022762.68,10381450.94,3449278.825,21185216.89,29794772.8,28322835.68,28525,8983,24233,Football Bowl Subdivision,2,22
2010,Georgia Southern University,499612.8649,84751.59688,214369.8086,1301640.34,627236.6625,1199578.505,2758226.412,2691177.9930000002,475544.5121,660402.0536,302684.2746,870819.3559,16262,5340,14916,Football Championship Subdivision,1,15
2010,Virginia Commonwealth University,343982.51700000005,302059.094,206206.1386,1459226.5790000001,2198628.128,4440892.321,3308714.45,3433738.4639999997,687620.5242,1209202.764,611505.8856,803276.7359,21880,8817,21949,No Football Subdivision,1,15
2010,Boise State University,115480.1044,868979.0355,309994.9253,3035077.959,7276313.129,9261232.95,8514694.657,6221177.761,3052355.1780000003,7213584.84,7010764.362000001,7817686.517000001,16711,5300,14756,Football Bowl Subdivision,1,14
2010,University of Iowa,1153600.213,2318097.06,832081.2721,8653507.866,12500535.84,17192974.2,15759459.28,9450056.206,7380566.397999999,29446877.4,25731532.49,24012103.1,20493,7417,23713,Football Bowl Subdivision,1,14
2010,University of New Hampshire,320934.4853,70566.16077,317420.0457,2168589.74,5084819.545,4446576.181,4780561.312,8336366.29,1635003.592,1125137.985,1332387.5590000001,2333872.965,12185,13672,27642,Football Championship Subdivision,1,14
2010,University of California-Los Angeles,407864.3083,2253640.719,980055.3589,10112728.94,9009528.412,9483999.771,12446084.59,10725648.09,9941843.307,10272337.11,12178458.86,21275335.35,26162,10781,33660,Football Bowl Subdivision,2,40
2010,College of William and Mary,215024.7073,141596.8043,346247.696,1961315.9519999998,1737835.8969999999,2225725.525,3553471.558,6739831.118,528601.2131,3110141.458,1119899.896,1025012.229,5862,12188,33764,Football Championship Subdivision,1,13
2010,Virginia Polytechnic Institute and State University,814347.2756,1112260.145,1016401.687,6769687.895,5189626.451,16857668.27,11143520.79,9323423.012,1459781.3169999998,17763455.91,17446476.14,18426244.22,23600,9459,23217,Football Bowl Subdivision,1,12
2010,University of North Dakota,544464.0704,417131.9505,439925.7273,3269472.2589999996,2237480.681,4217360.534,3379381.872,3191960.87,880531.6688,3795023.515,328120.7603,3936192.159,10741,6934,16373,Football Championship Subdivision,1,10
2010,Indiana University-Bloomington,1328112.557,3779978.4560000002,1020203.401,5842346.927999999,9629904.598,13875803.31,11894039.11,11286508.84,5520749.839,20335428.03,26614026.65,14690024.01,31892,9028,27689,Football Bowl Subdivision,1,9
2010,Arizona State University,1278352.363,3928068.113,876979.8064,6184252.481000001,8072831.75,11338856.71,11713227.63,10881381.9,11499429.07,11111536.42,10202606.36,13251149.92,56232,8132,20596,Football Bowl Subdivision,3,68
2010,The University of Tennessee,897881.5314,2478984.2090000003,2048088.379,8556817.301,18837681.3,38142170.0,19600254.16,11709184.87,4990440.386,30749367.45,26917397.75,39744641.09,21141,7382,22720,Football Bowl Subdivision,2,27
2010,Georgia Institute of Technology,520634.56299999997,1017923.913,1147304.38,7128923.498,6741581.182999999,14417884.43,10881418.22,8441864.418,4719810.927,14178715.42,14876186.94,13530694.8,13160,8716,26926,Football Bowl Subdivision,1,6
2010,University of Illinois at Urbana-Champaign,600641.1711,1137039.531,1406607.945,7066366.913,9582919.193,25214538.94,9900086.085,10662928.6,4510221.328,20731139.84,24334269.23,19659463.61,30721,13096,27238,Football Bowl Subdivision,1,12
2010,North Dakota State University,395302.3606,224701.7987,372620.852,2590731.941,2163088.591,1172584.571,3367340.541,3002487.1180000002,957624.8032,2753907.3819999998,90730.4368,1803830.975,11630,6731,16147,Football Championship Subdivision,1,6
2010,Texas Tech University,872379.0054,1649037.136,1511217.831,6158949.176,5323231.29,22272619.5,9804272.754,6200457.646000001,5351285.169,26015642.96,11841255.37,16541128.76,25409,6970,14410,Football Bowl Subdivision,1,14
2010,University of Arkansas,1035803.198,2980674.038,1835810.9440000001,11516837.27,10126517.04,14719645.24,14181428.57,7542543.21,7002896.772000001,14446014.25,23671430.3,36205490.35,16794,6768,16000,Football Bowl Subdivision,1,17
2010,Miami University,239495.9054,746500.8707,625367.7247,3173629.209,3348980.2630000003,1240131.594,5632304.954,8855191.352,427156.8536,1941582.0380000002,1100336.586,3191357.703,14741,12786,27576,Football Bowl Subdivision,1,7
2010,Northern Arizona University,176666.3547,88002.97632,166419.1162,1349475.4619999998,820824.7191,593924.8822,2238727.74,4053609.443,445452.1919,220280.407,679328.0758,234894.0038,19980,7667,20067,Football Championship Subdivision,1,2
2010,The University of Alabama,2140157.23,2457974.6180000002,1860218.303,9651771.611,18479844.65,22173889.39,20292647.19,12664121.83,10204221.04,37135569.78,32726486.83,32882493.6,24376,7900,20500,Football Bowl Subdivision,2,33
2010,University of Washington,808610.5831,4063257.917,950659.7629,8596413.908,10255324.05,6807447.482999999,13036952.91,9019087.732,9018036.592,17315788.07,12192563.95,23799605.53,27652,8701,25329,Football Bowl Subdivision,1,18
2010,University of Missouri-Columbia,745737.0056,3252499.9260000004,889212.6538,6069593.476,8852175.516,14796283.8,13189539.91,8011002.709,1463445.447,14808437.4,16248962.49,22720550.4,24602,8501,20516,Football Bowl Subdivision,1,15
2010,University of Nebraska-Lincoln,974341.7805,3200478.9560000002,1141302.426,8819479.01,13241219.67,12738179.32,13022797.2,10651885.58,10343204.86,6718166.628,16919306.9,34676356.91,19383,7224,18924,Football Bowl Subdivision,1,12
2010,Purdue University,814061.1014,1719987.4309999999,1105350.139,6904656.464,7770625.166,14036090.59,9758830.488,9440886.524,5794249.847,14014334.74,23199106.35,18256997.48,31936,9070,26622,Football Bowl Subdivision,1,12
2010,"University at Albany, State University of New York",333052.863,0.0,389977.3187,1928096.628,933189.9272,2106006.74,2975881.7210000004,4807357.125,413734.1819,531250.5260000001,841152.995,188893.6987,12623,6830,15240,Football Championship Subdivision,1,8
2010,Clemson University,550219.4743,2513569.464,1165200.175,7519015.286,5846001.153,12475551.73,12037238.49,11010334.21,3536492.6210000003,16497232.94,13079733.76,21878473.94,15379,11908,27376,Football Bowl Subdivision,1,8
2010,University of New Mexico,418017.9899,833366.8548,672877.0484,4631423.817,6152304.431,7457961.116,7833966.529,7013291.501,5994379.186000001,5842735.465,4208600.301,7253597.499,20671,5506,18691,Football Bowl Subdivision,1,6
2010,Portland State University,287348.6382,30268.427460000003,180776.2568,1459866.0680000002,1254278.506,430332.2868,2368548.475,3696716.065,326586.4262,877076.6654,615528.8347,281711.006,19752,7130,21642,Football Championship Subdivision,1,6
2010,University of Wisconsin-Green Bay,28314.73805,35804.798010000006,131541.0824,1257800.6509999998,842402.2556,534395.1404,1445533.142,2420222.735,200091.9162,756778.928,620246.3067,842564.0541,6085,6973,14546,No Football Subdivision,1,6
2010,University of Colorado Boulder,566908.9349,1710202.4730000002,889399.7677,5804077.73,8686618.224,10751502.83,8020149.277000001,7634236.732999999,4518284.838,12134653.29,10698229.3,14791183.29,25822,8511,29493,Football Bowl Subdivision,1,5
2010,Michigan State University,1099306.3590000002,3639152.12,1051773.9209999999,8911644.721,10666189.89,22401704.99,15163186.67,10663648.44,4944649.209,23436115.84,25577574.06,25870023.2,35628,11152,29108,Football Bowl Subdivision,1,4
2010,Stony Brook University,266888.2819,4953.015402,365072.4566,2071237.6719999998,2186467.924,4917957.959,3071740.1789999995,5724700.705,606143.4209,989553.0411,1264324.322,160367.63199999998,16044,6580,14990,Football Championship Subdivision,1,4
2010,Iowa State University,562079.1945,1527781.815,1129023.351,6245223.0,7244390.393999999,10970746.4,8313770.634,6694394.356000001,369208.7748,14367408.8,15763062.87,12523267.98,22577,6997,18563,Football Bowl Subdivision,1,3
2010,Old Dominion University,195907.1685,355439.3919,333378.6613,2871288.3439999996,3422513.8310000002,9991852.252,5138604.8889999995,5207458.407,451274.7366,4890269.502,563269.0189,2776015.442,18506,6214,16966,Football Championship Subdivision,1,3
2010,University of Southern Mississippi,139800.5107,593804.9092,406566.6183,3047855.6380000003,1810005.7340000002,3171059.145,4884934.554,4579548.135,1057542.533,3609075.21,3513787.999,3178969.6610000003,12813,5452,13408,Football Bowl Subdivision,1,2
2010,University of Massachusetts Amherst,429352.6905,397341.9023,712574.9165,3887521.628,3334827.847,3464279.858,4366959.21,6854819.222999999,830276.1732,677145.447,1393423.0180000002,1371925.83,20791,11917,23813,Football Championship Subdivision,1,2
